id	date	views	dur	mult	denom	n	title
YPJ69SEMxJs	20260725	3263	1129	3.3	983	29	"몽골어를 지우겠다고?" 내몽골 30만이 거리로 쏟아진 이유
eAjrNH_CGQo	20260724	147	915	0.1	990.0	28	"하룻밤에 23만 명이 사라졌다" 반차오댐 붕괴, 30년 간 은폐한 진실
52D92xluo7g	20260723	72625	3858	81.4	892	27	위구르 자치권의 허상, 신장 자원의 저주, 그리고 620억 부메랑 시나리오 [통합본]
HUA9FjD8OJ4	20260722	79	1249	0.1	937.5	26	"무려 88% 폭락" , 더 이상 다이아몬드는 자산이 아닌 이유
i0lBuPH649Y	20260721	2760	1299	3.5	795	25	"총은 한 발도 안 쐈는데" 중국이 대만보다 필리핀 앞바다를 먼저 건드는 이유
vy0sW8TZ-m8	20260720	400	1190	0.4	937.5	24	중국이 전 세계의 비난을 감수하면서도 신장을 절대 못 놓는 진짜 이유
rgf4niJ1EBA	20260719	14644	1204	18.4	795	23	스스로 중국이 되기로 했던 위구르는 왜 지금 목숨 걸고 독립을 외칠까?
kj5R3HFDpWE	20260717	162	942	0.2	983	21	미사일 쏘던 북한의 갑작스러운 침묵, 그 뒤에 현무-7이?
CZlSdUIBas0	20260716	1801	970	2.0	892	21	"팔수록 적자였다" 세계 1위 중국 조선업, 1600곳이 70곳 된 이유
OkwQDcXf7Pw	20260715	2550	1297	2.9	892	21	"이웃 중국 두고 왜 한국이냐" 몽골이 바다 건너 한국에 올인한 역사적 배경
ok0Wk2Wq24Q	20260714	795	1242	0.8	990.0	20	티베트 탄압이 서울까지 왔습니다, 중국 새 법 하나로 당신 SNS도 처벌 대상이 된 이유
oOsx5SiUnow	20260713	997	1178	1.0	983	19	호주는 중국 자본 싹 쫓아냈는데… 한국은 이걸 88% 갖다 바치고 있습니다
tlc2HHuGjwI	20260419	53433	1059	5.6	9538.0	20	"12살한테 핵 버튼 넘긴다" 김정은이 미친 듯이 서두르는 진짜 이유
NXIcyN1WwSY	20260418	357688	3523	37.5	9538.0	20	북한군 128만의 허상, 핵무기의 한계, 그리고 붕괴 72시간 시나리오 [통합본]
nF1KP1Gnd24	20260417	266300	1305	27.9	9538.0	20	"13조를 퍼줬는데 1조도 못 받았다" 김정은이 푸틴한테 완전히 당한 소름돋는 전말
t_72L86c5kY	20260417	264245	995	27.7	9538.0	20	"북한 핵보유 싹다 거짓?"김정은이 절대 말 못하는 진실
lP22TVP0eN8	20260416	8314	1135	0.5	15935.5	20	중국 군함 370척 vs 미국 295척 해군이 맞붙으면 생기는 일
Db2fZ3IHGZo	20260415	34674	1235	3.6	9538.0	20	북한이 갑자기 붕괴되면, 72시간 안에 한국이 바다를 잃는다
W5CTJ925QzQ	20260414	1449	1208	0.1	15935.5	20	"해적행위라고요?" 이란이 절대 말 못 하는 호르무즈 역봉쇄의 진실
oA5prQNTkh8	20260414	296	1006	0.0	15935.5	20	"제발 전쟁을 멈추지 마세요" 이란 국민이 평화를 두려워하는 소름 돋는 이유
PkX5Aj6gE9Y	20260414	10762	1098	0.7	14711.5	20	"5억에 영주권 팝니다" 제주도를 통째로 먹고 사라진 중국 자본 1조 원의 소름 돋는 진실
jflPJ2M3qyA	20260413	21109	1153	2.2	9538.0	20	"북한군 128만 명의 실체, 숫자만 보면 절대 모르는 충격적 진실"
DipGvDPs7FU	20260413	77684	957	8.1	9538.0	20	김정은이 미국보다 두려워하는 나라, 중국이 천년 숙적인 진짜 이유
wDElm_NVDkw	20260411	251166	1101	26.3	9538.0	20	"핵이 있으면 안전하다고?" 미국이 북한을 더 쉬운 상대로 보는 이유
Z50EFxr4GnI	20260410	422	1059	0.0	15935.5	20	"2주 뒤 진짜 전쟁이 온다" 미국-이란 휴전 뒤에서 벌어지는 소름 돋는 일들
ljDuBP2iyZU	20260409	336	918	0.0	15935.5	20	"폰에 찍히면 30분 뒤 드론이 온다" 이란 혁명수비대가 시민의 스마트폰에 무너진 소름돋는 과정
ETvlnX5jUHw	20260408	715992	1452	75.1	9538.0	20	"민족의 씨를 말리겠다고?" 위구르 100만 명을 가둔 중국이 맞이한 소름 돋는 복수의 부메랑
3qXQa6M7dmA	20260407	182	1184	0.0	15935.5	20	중국 GDP 5% 성장은 거짓말입니다, 모든 숫자가 반대를 가리킨다
-94TuUgMwJc	20260406	1511	970	0.1	15935.5	20	"한국에 기름 가져왔습니다" 러시아가 한국에만 기름 보낸 이유
G3gM0Lga9Fc	20260405	2625	1023	0.2	15935.5	20	"중국인 5만 8천 가구 돌파 화교를 몰아낸 유일한 나라에서 벌어지고 있는 일"
XkTMogsIVpE	20260404	189734	1092	19.9	9538.0	20	"4주면 끝납니다 중국이 절대 말 못하는 대만 침공의 비밀"
7ET1h6Z-IqU	20260403	548	1109	0.0	15935.5	20	"충성해도 살아남지 못한다.. 시진핑 10년 숙청의 끝에서 드러난 진짜 목적"
EC1ZJuHBE6c	20260402	457	1215	0.0	15935.5	20	"내 돈이 전부 사라졌다" 빚 8경 원, 은행 300개 증발, 14억 중국이 통째로 무너지고 있다
